,title,views,likes,comments,Description,duration,publishedAt
210,Never Delete the Settings App...,2162160,90890,3439,"Never delete the Settings App.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000",PT2M31S,2022-09-21T14:00:11Z
211,Renaming My YouTube Channel (emotional),2106678,102430,9064,"I renamed my YouTube channel. Watch until the end, it gets really sad.",PT1M7S,2021-05-25T22:26:21Z
212,When You Rate an App 1 Star...,2054533,84667,3768,"Don't try this at home.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M51S,2022-07-31T14:15:01Z
213,Hmmmmmm.........,2052754,87116,5429,"I bet you've failed this test before.

(inspired by @Nathan Doan Comedy, go check him out!)

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M40S,2022-08-20T14:16:59Z
214,When Autocorrect RickRolls You...,1982828,70378,3503,"TURN OFF autocorrect or this could happen!

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M31S,2022-09-02T14:23:25Z
215,What to do if someone corrects your spelling...,1970614,81373,4004,"It does not end well.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M43S,2022-09-07T13:30:55Z
216,I Will Guess Your Name...,1961860,79201,6020,"This works every time (except when it doesn't).

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M26S,2022-08-28T14:00:19Z
217,"Never Google ""WYNS2022ID""",1960312,69872,6921,"Trust me... you will regret it.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000",PT2M29S,2022-09-24T13:35:08Z
218,"""I only speak Emoji""",1758467,74886,4952,"We do a little trolling.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M6S,2022-09-15T14:00:42Z
219,Every gamer's worst nightmare...,1739843,79452,4541,"This is the scariest moment of all time.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M41S,2022-07-29T14:17:04Z
220,Youtube Bot Comments Be Like...,1735124,88552,13211,"Literally 99.9% of comments nowadays.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M34S,2022-08-26T14:23:04Z
221,When AirDrop goes terribly wrong...,1707244,74728,3970,"Never AirDrop your teacher.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M12S,2022-08-24T14:44:36Z
222,Never Translate this word...,1706304,70729,7048,"You will regret it.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000",PT2M36S,2022-10-06T13:30:30Z
223,If Beluga owned TikTok...,1703309,77349,3877,"It ends badly.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M51S,2022-09-18T14:00:53Z
224,Don't Scan this QR Code,1610867,74212,5176,"QR codes can be dangerous... you never know where they lead.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M44S,2022-09-04T14:01:10Z
225,Score 100% on any exam,1605051,68514,3536,"This trick works every time.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000",PT3M11S,2022-10-12T14:17:07Z
226,I Will Guess Your Passcode...,1560456,59336,14683,"This works 90% of the time, every time.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000",PT2M46S,2022-10-03T13:31:33Z
227,"When Your Volume is Stuck at 9,017%",1498092,62059,3745,"This is the greatest nightmare of all time.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000",PT2M32S,2022-09-27T13:37:01Z
228,If Apple owned Discord...,1485341,66206,3442,"It ends badly.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M38S,2022-10-21T14:01:20Z
229,Roblox Ban Speedrun (11.59 seconds),1464813,61884,3117,"Strategy 4 works every time.

Some Roblox servers trap you forever and don't let you leave... but there is an easy trick to get banned instantly.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M59S,2022-09-12T14:01:13Z
230,If Titanic was in 2022...,1390829,70829,4882,"This is so sad. Alexa, play belupacito.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000",PT3M36S,2022-10-09T14:57:34Z
231,"Man Drinks Juice at 3am, Instantly Regrets It",1372898,78853,6347,"This is the craziest moment of all time.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

Original vid: https://www.youtube.com/watch?v=_jJ8eXo5G2g

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT4M12S,2022-08-18T14:00:00Z
232,When the School WiFi goes down...,1315408,60081,2956,"This is the scariest moment of all time.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M26S,2022-09-09T14:20:26Z
233,When MrBeast Joins Your Server...,1281035,56243,3681,"This is the greatest moment of all time.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT3M2S,2022-10-15T13:50:13Z
234,When your phone rings at 2am,1174524,56396,3585,"Never use your phone at night.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M36S,2022-10-24T13:31:34Z
235,Bruh,1104973,53565,4761,"The word ""BRUH"" is widely used online, mainly between young men and boys, with the meaning ""brother"" to refer to a close friend. Spreading in the 2010s, bruh has been used as an interjection used to react to something a fellow guy finds amazing, surprising, or exciting as well as its opposite—something exasperating, embarrassing, or questionable in some way. For instance: You got the new job? Bruh! or Dad left to get the milk but hasn't returned in 5 years? Bruh. Similar bruh words like dude and man are used in the same way. This bruh notably has been used in memes, GIFs, images, videos, comments, and other content on social media and forums during the 2010s and on.

Prononciation: bruh

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M4S,2022-10-30T13:15:00Z
236,When you illegally download a movie,1046452,51520,3386,"It does not end well.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow these or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M49S,2022-10-18T13:30:08Z
237,#1 Rule of the Internet:,1027423,52396,3310,"Don't break this rule... or it will cost you.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT3M8S,2022-10-27T13:31:22Z
238,"IQ 150,000",584741,37201,2858,"An intelligence quotient (IQ) is a total score derived from a set of standardized tests or subtests designed to assess human (or cat) intelligence. The title of this video indicates that Beluga possesses an abnormally high intelligence quotient. However, as it turns out, that might be what you're getting. A 4channer uploaded a photo anonymously to the site showcasing his feet in a plastic bin of lettuce. With the statement: ""This is the lettuce you eat at Burger King."" Admittedly, he had shoes on.

But that's even worse.

The post went live at 11:38 PM on July 16, and a mere 20 minutes later, the Burger King in question was alerted to the rogue employee. At least, I hope he's rogue. How did it happen? Well, the BK employee hadn't removed the Exif data from the uploaded photo, which suggested the culprit was somewhere in Mayfield Heights, Ohio. This was at 11:47. Three minutes later at 11:50, the Burger King branch address was posted with wishes of happy unemployment. 5 minutes later, the news station was contacted by another 4channer. And three minutes later, at 11:58, a link was posted: BK's ""Tell us about us"" online forum. The foot photo, otherwise known as exhibit A, was attached. Cleveland Scene Magazine contacted the BK in question the next day. When questioned, the breakfast shift manager said ""Oh, I know who that is. He's getting fired."" Mystery solved, by 4chan. Now we can all go back to eating our fast food in peace.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

follow me or i will bite you
• Twitter - https://twitter.com/beluga1000
• Instagram - https://instagram.com/beluga1000
• Discord - https://discord.gg/beluga",PT2M29S,2022-11-02T13:30:07Z
